entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Patio de Juegos,Rivadavia,En ejecución,nan,Subsecretaria de Gestion Comunal,nan,0.0,6,caballito,"rivadavia, av. - doblas - rosario - beauchef",,,0,0,nan,nan,nan,nan,nan,nan
Patio de Juegos,Periodistas,Finalizada,nan,Subsecretaria de Gestion Comunal,nan,0.0,7,flores,"neuquen - nazca, av. - paez - terrada",,,0,100,nan,nan,nan,nan,nan,nan
Patio de Juegos,Angel Gris,Finalizada,nan,Subsecretaria de Gestion Comunal,nan,0.0,7,flores,"neuquen - nazca, av. - paez - terrada",,,0,100,nan,nan,nan,nan,nan,nan
Patio de Juegos,Sudamerica 1,Finalizada,nan,Subsecretaria de Gestion Comunal,nan,0.0,8,villa riachuelo,"guamini - fernandez de la cruz, francisco, gral., av. - piedra buena, av. - itaqui",,,0,100,nan,nan,nan,nan,nan,nan
Patio de Juegos,Sudamerica 2,Finalizada,nan,Subsecretaria de Gestion Comunal,nan,0.0,8,villa riachuelo,"guamini - fernandez de la cruz, francisco, gral., av. - piedra buena, av. - itaqui",,,0,100,nan,nan,nan,nan,nan,nan
Obras Comuna 8,Sistemas de Reserva de Agua Potable - Complejo Habitacional 180 Viviendas,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,La obra consiste en la ejecucion de los trabajos necesarios para la regularizacion de los sistemas de reserva de Agua Potable de cada uno de los Edificios que forman parte del Complejo Habitacional 180 Viviendas,3418834.0,8,villa soldati,"fernandez de la cruz, f., gral. av. y lacarra av.",2022-04-22,2022-07-21,3,100,JorgeCanellesLtda,2022,Contratacion Directa,01-CBAS-2022,30708832959,nan
Obras Comuna 8,"Readecuacion de Sistema Pluvial, Cloacal y Urbanismo - Complejo Habitacional 180 Viviendas",Paralizada,Espacio Publico,Corporacion Buenos Aires Sur,"Ejecucion de mejoras en las redes internas cloacales y pluviales, ademas de mejoras urbanisticas como reparacion y pintura de herrerias y parquizacion en el Conjunto Habitacional 180 viviendas",33511533.0,8,villa soldati,"fernandez de la cruz, f., gral. av. y lacarra av.",2022-12-26,2023-09-22,9,0,JorgeCanellesLtda,2022,Contratacion Directa,14-CBAS-2022,30708832959,nan
Barrio Los Piletones,Redes cloacales - Complejo Habitacional Los Piletones (Agosto 2022-Julio 2023),Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Servicio mensual de limpieza y reparacion de redes cloacales; tareas de reparacion y mantenimiento de azoteas y fachadas; iluminacion de escaleras y cerramientos perimetrales del Complejo Habitacional Los Piletones,14299788.0,8,villa soldati,"juan pablo ii, plumerillo, av, asturias",2022-08-01,2023-07-31,12,100,JorgeCanellesLtda,2022,Convenio,56-GCABA-CBAS-2022,30708832959,nan
Parque Roca,Tanques de Reserva - Parque Roca Sector C,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"La ejecucion de reparaciones en la estructura metalica existente, recambio por completo del sistema de canerias en tanque de bombeo, impulsion y bajadas, instalaciones electricas y mantenimiento general del sistema de reserva de agua en el parque roca sector C.",12583242.0,8,villa soldati,av. cnel. roca 3980,2022-10-24,2023-08-26,0,100,ServiciosIbarraSRL,2022,Contratacion Directa,08-CBAS-2022,30712217444,nan
Buenos Aires Playa 2020,Buenos Aires Playa 2020: Parque Indoamericano - Obra Civil,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Ejecucion De Playa Seca Para Programa Bs As Playa 2020,2103459.0,8,villa soldati,escalada av. y castanares av.,2019-12-16,2019-12-30,0,100,MarcelinaVialSA,2019,Contratacion Directa,53-CBAS-2019,30714545473,nan
Buenos Aires Playa 2022,Buenos Aires Playa 2022: Parque de la Ciudad - Obra Civil,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Ejecucion De Playa Seca Para Programa Bs As Playa 2022,2073261.0,8,villa soldati,escalada av. y castanares av.,2021-12-21,2022-01-09,0,100,MarcelinaVialSA,2021,Contratacion Directa,02-CBAS-2021,30714545473,nan
Barrio Olimpico,Reparacion cerco perimetral Villa Olimpica,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Tareas de mantenimiento y arreglo del cerco perimetral,121946.0,8,villa lugano,"fernandez de la cruz av.,escalada av. y presidente roca av.",2020-01-02,2020-01-31,1,100,JorgeCanellesLtda,2020,Obra de emergencia,178-PCBAS-2019,30708832959,nan
Barrio Los Piletones,Mantenimiento de Redes cloacales - Barrio Los Piletones (enero a marzo),Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Servicio mensual de limpieza y reparacion de redes cloacales, agua e infraestructura en el Barrio Los Piletones. Limpieza y mantenimiento de Estacion de Bombeo",695753.0,8,villa soldati,"av. lacarra, plumerillo, ana maria janer, juan pablo ii",2020-01-10,2020-03-31,3,100,JorgeCanellesLtda,2020,Convenio,94-PCBAS-2020,30708832959,nan
Barrio Los Piletones,Mantenimiento de Redes cloacales - Barrio Los Piletones (abril a junio),Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Servicio mensual de limpieza y reparacion de redes cloacales, agua e infraestructura en el Barrio Los Piletones. Limpieza y mantenimiento de Estacion de Bombeo",800116.0,8,villa soldati,"av. lacarra, plumerillo, ana maria janer, juan pablo ii",2020-04-01,2020-06-30,3,100,JorgeCanellesLtda,2020,Convenio,94-PCBAS-2021,30708832959,nan
Barrio Los Piletones,Reparaciones Barrio Piletones - abril 2020,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Reparaciones De Perdidas De Agua En La Via Publica Y En El Tanque De Agua De Torre 19 Del CHP. Recambio De Regulador De Gas En Torre 3, Tareas Realizadas En Pandemia Durante 8 De Junio Al 17 De Julio.",139259.0,8,villa soldati,"av. lacarra, plumerillo, ana maria janer, juan pablo ii",2020-04-01,2020-04-30,1,100,JorgeCanellesLtda,2020,Obra de emergencia,88-PCBAS-2020,30708832959,nan
Barrio Los Piletones,Reparaciones Barrio Piletones - relevamiento mayo y junio 20,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Las Tareas De Reparaciones En Via Publica Torres 1, 6, 7, 8, 14 y 19 del Complejo Habitacional, Destacamento De Gendarmeria Y Oficina De Corporacion En El Barrio Los Piletones",892914.0,8,villa soldati,"av. lacarra, plumerillo, ana maria janer, juan pablo ii",2020-05-01,2020-06-30,2,100,JorgeCanellesLtda,2020,Obra de emergencia,88-PCBAS-2020,30708832959,nan
Barrio Los Piletones,Conexiones de Agua - Los Piletones -,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Se continua con la conexion domiciliaria de cada vecino a la red nueva de agua potable. Se realizaron en Manzanas 1 (cant. 21) y en Mz. 2 (cant. 45),  incluyo la reparacion de veredas. Se continua con las conexiones en Manzana 3 y 4 .",193622.0,8,villa soldati,"av. lacarra, plumerillo, ana maria janer, juan pablo ii",2020-04-01,2020-06-30,3,100,UnaNuevaEsperanzaLtda,2020,Obra de emergencia,88-PCBAS-2020,30714994952,nan
Barrio Olimpico,"Porton, chapas y corte de cesped - Barrio Olimpico (mayo 20)",Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Con Caracter De Urgencia La Realizacion De Tareas  Varias De Desmalezamiento, Limpieza De Escombros, Limpieza De Desagues Pluviales, Arreglo Del Porton, Fijacion De Chapas Caidas En El Perimetro Del Barrio Olimpico Y En Su Estacionamiento",1120246.0,8,villa lugano,"fernandez de la cruz av.,escalada av. y presidente roca av.",2020-05-01,2020-05-31,1,100,SantaAnaLtda,2020,Obra de emergencia,88-PCBAS-2020,30712072705,nan
Parque Olimpico,"Rejas, alambrado y porton  Parque Olimpico (mayo 20)",Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Con Caracter De Urgencia, Trabajos De Arreglo Y Colocacion De Rejas Y Alambrado En El Parque Olimpico",2073079.0,8,villa lugano,escalada av. y presidente roca av.,2020-05-01,2020-05-31,1,100,SantaAnaLtda,2020,Obra de emergencia,88-PCBAS-2020,30712072705,nan
Barrio Olimpico,Mantenimiento Barrio Olimpico - julio 20,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Con Caracter De Urgencia La Realizacion De Tareas  De Mantenimiento De Espacios Verdes En El  Barrio Olimpico, Manzana 123 A-B-C-D-E-F-G-I-L-M, De Esta Ciudad",375888.0,8,villa lugano,"fernandez de la cruz av.,escalada av. y presidente roca av.",2020-07-01,2020-07-31,1,100,SantaAnaLtda,2020,Obra de emergencia,88-PCBAS-2020,30712072705,nan
Parque Las Victorias,Mantenimiento integral - abril -mayo y junio 20,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Con Caracter De Urgencia, La Realizacion De Tareas Mensuales De Mantenimiento Integral De 8 (Ocho) Hectareas Del Parque De Las Victorias.",1260000.0,8,villa lugano,"av. larrazabal 4880, entre av. f.f. de la cruz y av. roca",2020-04-01,2020-06-30,3,100,LAIDEACONSTRUIDALTDA,2020,Obra de emergencia,88-PCBAS-2020,30711217076,nan
Barrio Los Piletones,Redes cloacales - Complejo Habitacional Los Piletones (Julio-Dic. 2020),Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Servicio mensual de limpieza y reparacion de redes cloacales; tareas de reparacion y mantenimiento de azoteas y fachadas; iluminacion de escaleras y cerramientos perimetrales del Complejo Habitacional Los Piletones,4580367.0,8,villa soldati,"juan pablo ii, plumerillo y v. asturias",2020-07-01,2020-12-31,6,100,JorgeCanellesLtda,2020,Obra de emergencia,88-PCBAS-2020,30708832959,nan
Parque Olimpico,Mantenimiento mensual predio del estacionamiento ex Parque de la Ciudad,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Mantenimiento mensual del predio con las siguientes tareas: desmalezado, limpieza, corte de cesped, barrido, barrido profundo de solados, cemento/asfaltico. Mantenimiento de Red Pluvial existente, incluye tareas de desobstruccion manual o con equipo apropiado",2367800.0,8,villa lugano,escalada av. y presidente roca av.,2020-09-10,2021-09-10,12,100,MarcelinaVialSA,2020,Contratacion Menor,02-CBAS-2020,30714545473,nan
Barrio Los Piletones,Redes cloacales - Complejo Habitacional Los Piletones (Enero-Junio 2021),Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Servicio mensual de limpieza y reparacion de redes cloacales; tareas de reparacion y mantenimiento de azoteas y fachadas; iluminacion de escaleras y cerramientos perimetrales del Complejo Habitacional Los Piletones. ,4580367.0,8,villa soldati,"juan pablo ii, plumerillo y v. asturias",2021-01-01,2021-06-30,6,100,JorgeCanellesLtda,2021,Convenio,65-PCBAS-21,30708832959,nan
Obras Comuna 8,Reparacion de sistema de iluminacion en espacios comunes en C.H. 180 viviendas ,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,La Realizacion De Tareas De Reparacion Del Sistema De Iluminacion De Los Espacios Comunes Del Complejo Habitacional De 180 Viviendas ,83556.0,8,villa soldati,fernandez de la cruz av. y lacarra av.,2021-04-19,2021-05-06,1,100,JorgeCanellesLtda,2021,Obra de emergencia,88-PCBAS-2020,30708832959,nan
Plazas y Parques de Comuna 1,Plaza Garay Patio de Juegos,Finalizada,Espacio Publico,Subsecretaria de Gestion Comunal,nan,24070879.0,1,constitucion,nan,2018-10-29,2019-02-18,4,100,ALGIERI,nan,nan,nan,nan,nan
Plazas y Parques de Comuna 2,Plaza Vicente Lopez y Planes Patio de Juegos,Finalizada,Espacio Publico,Subsecretaria de Gestion Comunal,nan,6353123.0,2,recoleta,nan,2018-10-08,2018-12-07,2,100,SALVATORI,nan,nan,nan,nan,nan
Plazas y Parques de Comuna 11,Plaza Roque Saenz Pena Patio de Juegos,Finalizada,Espacio Publico,Subsecretaria de Gestion Comunal,nan,7343975.0,11,villa gral. mitre,nan,2019-11-26,2019-02-04,3,100,ZONAVERDE,nan,nan,nan,nan,nan
Plazas y Parques de Comuna 4,Plaza Colombia Patio de Juegos,Finalizada,Espacio Publico,Subsecretaria de Gestion Comunal,nan,17246694.0,4,barracas,nan,2019-05-06,2019-07-10,2,100,INDALTEC,nan,nan,nan,nan,nan
Plazas y Parques de Comuna 9,Plaza Isidora Patio de Juegos y puesta en valor,Finalizada,Espacio Publico,Subsecretaria de Gestion Comunal,nan,26450854.0,9,liniers,nan,2019-05-06,2019-07-11,2,100,CASAMACCHI,nan,nan,nan,nan,nan
Barrio Los Piletones,Impermeabilizacion de Azotea - Edificio Ndeg 14 - Complejo Habitacional Los Piletones,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"La obra consiste en la impermeabilizacion de la totalidad de las azoteas del edificio No14 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el nucleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilizacion de la azotea de sala de tanques ubicada en planta baja.",5568107.0,8,villa soldati,sendero de la paz 3954,2022-10-18,2022-11-17,1,100,LasPalmasLtda,2022,Contratacion Directa,05-CBAS-2022,30715625608,nan
Barrio Los Piletones,Impermeabilizacion de Azotea - Edificio Ndeg 15 - Complejo Habitacional Los Piletones,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"La obra consiste en la impermeabilizacion de la totalidad de las azoteas del edificio No15 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el nucleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilizacion de la azotea de sala de tanques ubicada en planta baja y el reemplazo de caneria pluvial exterior.",5569868.0,8,villa soldati,"janer, ana maria 3956",2022-09-30,2022-10-30,1,100,LAUNIONLTDA,2022,Contratacion Directa,06-CBAS-2023,30711170053,nan
Barrio Los Piletones,Impermeabilizacion de Azotea - Edificio Ndeg 16 - Complejo Habitacional Los Piletones,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"La obra consiste en la impermeabilizacion de la totalidad de las azoteas del edificio No 16 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el nucleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilizacion de la azotea de sala de tanques ubicada en planta baja.",5540020.0,8,villa soldati,"janer, ana maria 3955",2022-10-20,2022-11-19,1,100,SemillerodelSurLtda,2022,Contratacion Directa,07-CBAS-2022,30717500454,nan
CESAC 15,Mudanza ex Pedelai,En ejecución,Salud,Ministerio de Salud,Traslado del Cesac 15 al pabellon ex-Padelai ubicado junto a la Sede Comunal 1 a fin de mejorar las prestaciones de salud. El proyecto contempla la remodelacion integral de un sector del pabellon existente para la incorporacion de un programa medico similar al del Cesac 15 actual. ,338882000.2,1,san telmo,balcarce y av. san juan,2023-01-16,2024-10-31,12,38,CUNUMIS.A.,2022,Licitacion Publica,DI-2022-404-GCABA-DGADCYP,30615748036,nan
Hospital Velez,Tomografo,Finalizada,Salud,Ministerio de Salud,"La obra consistio en la remodelacion de un sector del edificio existente para la incorporacion de una sala de tomografia en planta baja, y el traslado de oficinas que integran el departamento economico financiero",58887197.53,10,monte castro,"calderon de la barca, pedro 1550",2023-01-09,2023-08-06,6,100,SEHOSS.A.,2022,Licitacion Publica,DI-2022-400-GCABA-DGADCYP,30649820704,nan
Hospital Durand,Modernizacion de Ascensores pabellon Romano,Finalizada,Salud,Ministerio de Salud,Reemplazo de ascensores del pabellon Romano.,25870000.0,6,caballito,diaz velez 5044,2021-11-18,2023-07-31,11,100,OPCIONMYCAS.R.L.,2021,2095,DI-2021-325-GCABA-DGADCYP,30708326611,nan
Hospital Grierson,Etapa 3 Internacion 40 camas,Finalizada,Salud,Ministerio de Salud,"Construccion en Planta Baja de un nuevo volumen con entrepiso tecnico, sus conectores, areas de abastecimiento y ampliacion en edificio existente. Superficie: 4.335m2.",680444012.0,8,villa lugano,av. fernandez de la cruz 4402,2022-04-18,2023-07-11,15,100,TALACONSTRUCCIONESS.A.,2021,Licitacion Publica,RESOL-2022-310-GCABA-SSASS,30708267984,nan
Hospital Gutierrez,Centro Transformacion Instalacion Electrica,En ejecución,Salud,Ministerio de Salud,"Nuevo suministro electrico de media tension y red electrica, y adquisicion de dos grupos electrogenos de 800 kva. La obra implica el reacondicionamiento de tuneles existentes y de una red de caneros enterrados.",430797000.0,2,recoleta,gallo 1330,2022-05-02,2023-07-01,15,52,MEJORESHOSPITALESS.A.,2021,Licitacion Publica,DI-2022-72-GCABA-DGADCYP,30647354072,nan
Hospital Rivadavia,Pabellon Cobo etapa 2,Finalizada,Salud,Ministerio de Salud,"Remodelacion del Pabellon Cobo. Esterilizacion, Terapia Intermedia y UTI.",496968859.77,2,recoleta,av. las heras 2670,2022-04-18,2023-08-31,15,100,KIRSRL,2021,Licitacion Publica,DI-2022-62-GCABA-DGADCYP,30702232046,nan
CESAC 20,Refuncionalizacion / remodelacion,Finalizada,Salud,Ministerio de Salud,"Refuncionalizacion y remodelacion parcial del Cesac 20, mejorando la situacion edilicia actual, realizando obra civil y modificacion de las instalaciones existentes.",35000000.0,7,flores,ana maria janer y charrua 2330,2022-09-19,2022-03-12,5,100,BLUESTEEL,2021,Licitacion Publica,DI-2022-246-GCABA-DGADCYP,30709422967,nan
Hospital Pinero,Guardia Central - Relocalizacion y obra nueva,En ejecución,Salud,Ministerio de Salud,"Construccion de un nuevo volumen que se adosa al Pabellon II, ante la necesidad de concentrar las areas criticas, que actualmente se encuentran en diferentes pabellones",821336728.82,7,flores,varela 1301,2022-11-15,2024-11-30,25,38,LESKOS.A.C.I.F.I.A.,2022,Licitacion Publica,RESOL-2022-1423-GCABA-SSASS,30520282528,nan
Pirovano,Esterilizacion,Finalizada,Salud,Ministerio de Salud,Ampliacion y Remodelacion Integral incluyendo obra civil y la totalidad de las instalaciones.,51840634.0,12,coghlan,monroe 3555,2022-12-01,2023-07-14,6,100,MHCONSTRUCCIONESYSERVICIOSS.A.,2022,Licitacion Publica,DI-2022-339-GCABA-DGADCYP,30707962654,nan
CASA HEREDIA,Casa Heredia,Finalizada,Salud,Ministerio de Salud,Trabajos de refaccion y puesta en valor de la Casa de la Integracion Social sito en Heredia 390.,13018940.55,15,villa ortuzar,heredia 390,2021-09-22,2022-03-03,7,100,KIONS.A.I.C.,2019,Licitacion Publica,2019-351-SSASS,33522512279,nan
CESAC 17,Plataforma Autoelevadora,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de una plataforma elevadora de sillas de rueda en el acceso,1397032.0,14,palermo,el salvador 4087,2021-09-17,2021-10-07,1,100,ENRIQUEROBERTOGALVAN,2021,2095,DI-2021-247-GCABA-DGADCYP,20121511658,nan
CUD,Nuevo Centro Unico de DIscapacidad,Finalizada,Salud,Ministerio de Salud,"Refuncionalizacion de un sector de PB en un edificio administrativo, propiedad del Gobierno de la Ciudad de Buenos Aires, para la instalacion de los Espacios de Atencion del CUD, destinado al asesoramiento y tramitacion del Certificado Unico de Discapacidad.",23759345.4,1,san nicolas,piedras 1277,2020-12-28,2021-06-26,6,100,CONTROLCLIMS.A.,2020,Decreto Ndeg 433/16,RESOL-2021-173-GCABA-MSGC,30708689412,nan
Hospital Alvarez,Oxigeno Central en Clinica Medica PB,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de materiales y equipos para la instalacion de gases medicos para el Pabellon A ,854335.13,7,flores,"aranguren, juan f., dr. 2701",2021-05-17,2021-05-27,1,100,THPANELESDECABECERASRL,2021,2095,DI-2021-141-GCABA-DGADCYP,30711322953,nan
Hospital Alvarez,"Remodelacion Pabellon K, Servicio Endocrinologia, Hospital Alvarez",Finalizada,Salud,Ministerio de Salud,"Remodelar y ampliar los sectores de Endocrinologia en una nueva localizacion, correspondiente a la planta baja del Pabellon K, donde anteriormente funcionaba la lavanderia y roperia.",10168380.09,7,flores,"aranguren, juan f., dr. 2701",2019-10-01,2021-01-24,14,100,CONTROLCLIMS.A.,2020,2095,DI-2021-197-GCABA-DGADCYP,30708689412,nan
Hospital Borda,Ductos de Internacion Piso 2,Finalizada,Salud,Ministerio de Salud,Sistemas de Conductos de Aire Acondicionado para Internacion 2do. Piso,7948000.0,4,barracas,dr. ramon carrillo 375,2021-09-03,2022-01-31,5,100,CONTROLCLIMS.A.,2021,2095,DI-2021-242-GCABA-DGADCYP,30708689412,nan
Hospital Curie,Oxigeno Central,Finalizada,Salud,Ministerio de Salud,Ampliacion de la red de Oxigeno.,945532.72,6,caballito,patricias argentinas 950,2021-09-24,2021-10-14,1,100,TECNONODOS.A.,2021,2095,DI-2021-141-GCABA-DGADCYP,30714471860,nan
Hospital Durand,Nuevo AA UTI-UTIM,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de un Sistema de Tratamiento de Aire Acondicionado Frio-Calor en las Unidades de Terapia Intensiva y Terapia Intermedia,14332000.0,6,caballito,diaz velez 5044,2020-10-07,2021-04-16,6,100,ECOHMS.R.L.,2020,2095,DI-2020-23702390-GCABA-DGADCYP,30712548114,nan
Hospital Durand,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,5927790.0,6,caballito,diaz velez 5044,2021-05-30,2021-07-06,1,100,THPANELESDECABECERASRL,2020,2095,DI-2021-302-GCABA-DGADCYP,30711322953,nan
Hospital Elizalde,Chillers,Finalizada,Salud,Ministerio de Salud,Reparacion de equipos chiller.,8891000.0,1,constitucion,montes de oca 40,2021-02-02,2021-05-03,3,100,LEMMEOBRASCIVILESS.R.L.,2021,Licitacion Publica,RESOL-2021-1183-GCABA-SSASS,30712255249,nan
Hospital Grierson,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,2247259.84,8,villa lugano,"fernandez de la cruz, f., gral. av. 4402",2021-05-30,2021-06-09,1,100,TECNONODOS.A.,2021,Decreto Ndeg 433/16,RESOL-2021-550-GCABA-SSASS,30714471860,nan
Hospital Lagleyze,Nuevo Grupo Electrogeno,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de Grupo Electrogeno,13837000.0,11,villa gral. mitre,juan b. justo 4151,2021-03-26,2021-05-26,2,100,THPANELESDECABECERASRL,2021,2095,DI-2021-141-GCABA-DGADCYP,30711322953,nan
Hospital Muniz,Oxigeno Central en Pabellon 30,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion",4197142.73,4,parque patricios,uspallata 2272,2021-05-26,2021-07-15,1,100,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30535645244,nan
Hospital Muniz,Oxigeno Central en Pabellon Koch,Finalizada,Salud,Ministerio de Salud,"Provision e instalacion de materiales y equipos para la instalacion de gases medicos para el Pabellon Kock, Piso 2.",1546652.13,4,parque patricios,uspallata 2272,2021-05-21,2021-06-05,1,100,TECNONODOS.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30714471860,nan
Hospital Penna,Cerramientos Perimetrales,Finalizada,Salud,Ministerio de Salud,Provision y ejecucion Cerramientos Perimetrales y Accesos mas efectivos y seguros en el Hospital.,24865587.96,4,parque patricios,"chutro, pedro, prof., dr. 3380",2021-12-17,2022-05-15,5,100,MONJECONSTRUCCIONES,2021,Licitacion Publica,DI-2021-335-GCABA-DGADCYP,30711946957,nan
Hospital Penna,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,5868500.0,4,parque patricios,"chutro, pedro, prof., dr. 3380",2021-05-30,2021-07-20,2,100,THPANELESDECABECERASRL,2021,Decreto Ndeg 433/16,DI-2021-134-GCABA-DGRFISS,30711322953,nan
Hospital Penna,Oxigeno Central en Pabellon Mouras,Finalizada,Salud,Ministerio de Salud,Ampliacion de la red de Oxigeno y Vacio de uso Medico en el 2deg piso,4055520.0,4,parque patricios,"chutro, pedro, prof., dr. 3380",2022-03-11,2022-04-20,1,100,TECNONODOS.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30714471860,nan
Hospital Pinero,Oxigeno Central en Pabellon 2,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de materiales y equipos para la instalacion de Oxigeno y Aspiracion correspondientes al Pabellon 2,8834500.0,7,flores,varela 1301,2021-05-19,2021-08-17,3,100,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30535645244,nan
Hospital Pirovano,Oxigeno Central en Internacion Cardiologia,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion.",1214099.48,12,coghlan,monroe 3555,2021-05-26,2021-06-15,1,100,TECNONODOS.A.,2021,Decreto Ndeg 433/16,RESOL-2021-525-GCABA-SSASS,30714471860,nan
Hospital Ramos Mejia,Oxigeno Central en Pabellon PQR,Finalizada,Salud,Ministerio de Salud,Ampliacion de la Red de Suministro de Oxigeno Central en el Pabellon PQR,7087524.0,3,balvanera,gral. urquiza 609,2021-03-21,2021-06-26,3,100,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30535645244,nan
Hospital Ramos Mejia,Oxigeno Central PQR,Finalizada,Salud,Ministerio de Salud,Ampliacion de la Red de Suministro de Oxigeno Central en el Pabellon PQR,1216118.0,3,balvanera,gral. urquiza 609,2021-10-29,2021-11-28,1,100,ACCESSYSTEMS.R.L.,2021,2095,DI-2021-275-GCABA-DGADCYP,30687227790,nan
Hospital Rivadavia,Oxigeno Central en Pabellon Cirugia,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion.",1446748.6,2,recoleta,av. las heras 2670,2021-05-26,2021-07-10,2,100,TECNONODOS.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30714471860,nan
Hospital Rocca,Agua Fria y Caliente Pabellon A,Finalizada,Salud,Ministerio de Salud,Readecuacion de la Instalacion de Agua Fria y Caliente de los nucleos sanitarios de todos los pisos del Pabellon A,9198937.0,10,monte castro,segurola 1949,2021-12-17,2022-04-29,5,100,TALACONSTRUCCIONESS.A.,2018,Licitacion Publica,2018-2088-MSGC,30708267984,nan
Hospital Rocca,Oxigeno Central en Segundo Piso,Finalizada,Salud,Ministerio de Salud,Oxigeno Central en Segundo Piso,1701109.0,10,monte castro,segurola 1949,2021-04-13,2021-04-26,1,100,FAMOXS.A.,2021,2095,DI-2021-284-GCABA-DGADCYP,30708494905,nan
Hospital Tornu,Nueva bomba de Vacio,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nueva bomba de vacio.,1065692.81,15,villa ortuzar,combatientes de malvinas 3002,2021-05-31,2021-06-07,1,100,CO.SE.BA.S.A.,2020,Licitacion Publica,DI-2020234-GCABA-DGADCYP,30678613033,nan
Hospital Tornu,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,1402625.84,15,villa ortuzar,combatientes de malvinas 3002,2021-05-10,2021-05-25,1,100,MEJORESHOSPITALESS.A.,2020,2095,DI-2021-55-GCABA-DGADCYP,30647354072,nan
Hospital Tornu,Oxigeno Central en Guardia y Neumotisiologia,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion.",773783.0,15,villa ortuzar,combatientes de malvinas 3002,2021-05-26,2021-06-09,1,100,TECNONODOS.A.,2021,2095,DI-2021-141-GCABA-DGADCYP,30714471860,nan
